Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Normal_Global_Sale,Platform_General,Year_Label,Scaled_Normal_Global_Sale,Normal_Global_Sale_Class
FIFA 16,XOne,2015.0,Sports,Electronic Arts,0.89,2.12,0.0,0.24,3.25,E,0.5096384835413603,Microsoft_Xbox,3,0.18857819978900425,High
Madden NFL 16,PS4,2015.0,Sports,Electronic Arts,2.34,0.3,0.0,0.6,3.24,E,0.4935588520151306,Sony_Playstation,3,0.18260418956082639,High
Halo: The Master Chief Collection,XOne,2014.0,Shooter,Microsoft Game Studios,1.91,1.0,0.03,0.29,3.23,M,0.4749098763036144,Microsoft_Xbox,3,0.1756755997194545,High
God of War: Chains of Olympus,PSP,2008.0,Action,Sony Computer Entertainment,1.48,1.0,0.04,0.66,3.18,M,0.5637091579461199,Sony_Playstation,1,0.2086668915859268,High
Enter the Matrix,PS2,2003.0,Action,Atari,1.78,1.12,0.09,0.19,3.18,T,0.48749144467273153,Sony_Playstation,0,0.18034998656725115,High
FIFA Soccer 08,PS2,2007.0,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,E,0.9096935364695119,Sony_Playstation,1,0.33720927843831666,High
The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,Nintendo,1.4,1.01,0.46,0.23,3.1,E,0.6979600750154151,Nintendo,3,0.2585446733252625,High
Resident Evil 6,PS3,2012.0,Shooter,Capcom,0.88,0.94,0.88,0.4,3.1,M,0.9789500359079676,Sony_Playstation,2,0.36293990760965195,High
Madden NFL 2002,PS2,2001.0,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,E,0.43328256059111425,Sony_Playstation,0,0.16020994620417306,High
Borderlands 2,X360,2012.0,Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05,M,0.447028025922306,Microsoft_Xbox,2,0.16531675168946378,High
LEGO Batman: The Videogame,DS,2008.0,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0.0,0.29,3.05,E10+,0.439451871791193,Nintendo,1,0.16250200918770366,High
Kung Fu Panda,X360,2008.0,Action,Activision,1.91,0.84,0.0,0.29,3.04,E10+,0.4290053542360114,Microsoft_Xbox,1,0.15862085042970023,High
Saints Row 2,X360,2008.0,Action,THQ,1.94,0.79,0.02,0.28,3.03,M,0.43445986832546224,Microsoft_Xbox,1,0.16064734729979113,High
Tom Clancy's Splinter Cell,XB,2002.0,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,T,0.3999079997709335,Microsoft_Xbox,0,0.1478104103456885,High
FIFA 14,PS4,2013.0,Sports,Electronic Arts,0.61,1.85,0.11,0.44,3.01,E,0.5815851321240372,Sony_Playstation,3,0.21530829082466676,High
Killzone 2,PS3,2009.0,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,0.47,3.01,M,0.5275212954807238,Sony_Playstation,2,0.1952221394377499,High
Far Cry 3,X360,2012.0,Shooter,Ubisoft,1.38,1.32,0.02,0.28,3.0,M,0.46072157041836015,Microsoft_Xbox,2,0.17040426720535057,High
NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,2.6,0.2,0.01,0.19,3.0,E,0.3714326896418023,Microsoft_Xbox,2,0.13723107625557124,High
World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,E,1.1601583425024877,Sony_Playstation,0,0.4302636068661039,High
Devil May Cry,PS2,2001.0,Action,Capcom,1.36,0.86,0.64,0.13,2.99,M,0.7592225512670803,Sony_Playstation,0,0.2813053105409814,High
Middle-Earth: Shadow of Mordor,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47,2.96,M,0.5254042487018948,Sony_Playstation,3,0.19443560032523205,High
Hitman 2: Silent Assassin,PS2,2002.0,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,M,0.48978558265183086,Sony_Playstation,0,0.1812023197646652,High
Titanfall,XOne,2014.0,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95,M,0.4360210368825394,Microsoft_Xbox,3,0.16122736288737938,High
Battlefield: Bad Company 2,PS3,2010.0,Shooter,Electronic Arts,1.33,1.1,0.08,0.44,2.95,M,0.5164050370010645,Sony_Playstation,2,0.1910921541362693,High
SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,M,0.401980497789568,Sony_Playstation,0,0.14858039841046503,High
inFAMOUS,PS3,2009.0,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.37,2.93,T,0.49768039493624405,Sony_Playstation,2,0.18413545223475278,High
Call of Duty: Ghosts,XOne,2013.0,Shooter,Activision,1.88,0.77,0.0,0.27,2.92,M,0.40799312978712476,Microsoft_Xbox,3,0.1508142509084579,High
FIFA 15,X360,2014.0,Sports,Electronic Arts,0.79,1.92,0.0,0.21,2.92,E,0.45739457626336105,Microsoft_Xbox,3,0.16916820050328524,High
World Soccer Winning Eleven 7 International,PS2,2003.0,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,E,1.1323171138490367,Sony_Playstation,0,0.41991985088702927,High
Sega Superstars Tennis,X360,2008.0,Sports,Sega,1.75,0.86,0.0,0.28,2.89,E10+,0.41226711169967567,Microsoft_Xbox,1,0.15240214871687324,High
Hot Shots Golf 3,PS2,2001.0,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,E,1.166239874511934,Sony_Playstation,0,0.4325230575486745,High
Call of Duty: Finest Hour,PS2,2004.0,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,T,0.4219267189947768,Sony_Playstation,0,0.15599094941090547,High
Madden NFL 13,X360,2012.0,Sports,Electronic Arts,2.53,0.15,0.0,0.17,2.86,E,0.34261701089198177,Microsoft_Xbox,2,0.12652528618180583,High
Assassin's Creed IV: Black Flag,PS4,2013.0,Action,Ubisoft,1.07,1.31,0.06,0.42,2.85,M,0.5023568517177224,Sony_Playstation,3,0.18587288014773767,High
Madden NFL 10,X360,2009.0,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83,E,0.34914221315001615,Microsoft_Xbox,2,0.12894957214674468,High
BioShock,X360,2007.0,Shooter,Take-Two Interactive,1.65,0.85,0.05,0.28,2.83,M,0.43461962263774323,Microsoft_Xbox,1,0.16070670027028708,High
Metroid Prime,GC,2002.0,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,T,0.40745239551466533,Nintendo,0,0.15061335376295246,High
Assassin's Creed: Brotherhood,PS3,2010.0,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,M,0.4542653130866309,Sony_Playstation,2,0.16800559611188787,High
Finding Nemo,GBA,2003.0,Action,THQ,1.59,1.05,0.04,0.14,2.82,E,0.405498891670725,Nintendo,0,0.14988757519486479,High
Zumba Fitness 2,Wii,2011.0,Sports,Majesco Entertainment,1.51,1.03,0.0,0.27,2.81,T,0.41105323729116844,Nintendo,2,0.15195116213050053,High
Medal of Honor,PS3,2010.0,Shooter,Electronic Arts,1.28,1.04,0.07,0.42,2.81,M,0.48806642786746446,Sony_Playstation,2,0.18056360809712027,High
inFAMOUS: Second Son,PS4,2014.0,Action,Sony Computer Entertainment,1.28,0.98,0.07,0.46,2.79,T,0.4922095886772739,Sony_Playstation,3,0.1821029023909237,High
NBA Street,PS2,2001.0,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79,E,0.3903313218262137,Sony_Playstation,0,0.14425242010813885,High
Skylanders: Spyro's Adventure,Wii,2011.0,Action,Activision,1.35,1.13,0.0,0.3,2.78,E10+,0.42064516031900034,Nintendo,2,0.1555148163213748,High
Battlefield 3,PC,2011.0,Shooter,Electronic Arts,0.89,1.43,0.0,0.46,2.78,M,0.47537357005553416,PC,2,0.17584787426518597,High
Killzone 3,PS3,2011.0,Shooter,Sony Computer Entertainment,1.45,0.86,0.09,0.38,2.77,M,0.4771128050973321,Sony_Playstation,2,0.17649404628174975,High
Star Wars: The Force Unleashed,X360,2008.0,Action,LucasArts,1.74,0.77,0.0,0.26,2.77,T,0.39014717081312666,Microsoft_Xbox,1,0.1441840031152546,High
Saints Row: The Third,X360,2011.0,Action,THQ,1.25,1.14,0.07,0.3,2.76,M,0.4598658735018196,Microsoft_Xbox,2,0.17008635307135475,High
FIFA 16,PS3,2015.0,Sports,Electronic Arts,0.41,1.84,0.05,0.4,2.71,E,0.5046340218250588,Sony_Playstation,3,0.18671890933008164,High
The Legend of Zelda: A Link to the Past,GBA,2002.0,Action,Nintendo,1.75,0.52,0.33,0.1,2.7,E,0.5229783360289608,Nintendo,0,0.19353430932878518,High
Onimusha: Warlords,PS2,2001.0,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,M,0.9724884986880977,Sony_Playstation,0,0.36053927489749765,High
Call of Duty 3,X360,2006.0,Shooter,Activision,1.49,0.92,0.02,0.27,2.7,T,0.40525736516534167,Microsoft_Xbox,1,0.1497978416825525,High
Madden NFL 12,X360,2011.0,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69,E,0.3215246912076074,Microsoft_Xbox,2,0.1186889291530453,High
LEGO Star Wars II: The Original Trilogy,PS2,2006.0,Action,LucasArts,1.85,0.64,0.01,0.19,2.69,E10+,0.36384368838377623,Sony_Playstation,1,0.1344115607049103,High
Killzone: Shadow Fall,PS4,2013.0,Shooter,Sony Computer Entertainment,0.89,1.33,0.08,0.39,2.69,M,0.49042944508171693,Sony_Playstation,3,0.18144153176000252,High
Madden NFL 11,X360,2010.0,Sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69,E,0.32581170448783686,Microsoft_Xbox,2,0.12028166846069971,High
Call Of Duty 2: Big Red One,PS2,2005.0,Shooter,Activision,1.48,0.92,0.01,0.26,2.67,T,0.3939641529785205,Sony_Playstation,1,0.1456021133785177,High
FIFA 17,XOne,2016.0,Sports,Electronic Arts,0.43,2.05,0.0,0.17,2.65,E,0.42723151576887497,Microsoft_Xbox,3,0.15796182232146763,High
Hannah Montana,DS,2006.0,Action,Disney Interactive Studios,1.59,0.8,0.0,0.26,2.65,E,0.3794376114490017,Nintendo,1,0.14020511733816476,High
Tom Clancy's Splinter Cell,PS2,2003.0,Action,Ubisoft,1.15,1.11,0.0,0.4,2.65,T,0.4309867243429685,Sony_Playstation,0,0.1593569820546979,High
Medal of Honor Heroes,PSP,2006.0,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65,T,0.4966763335601545,Sony_Playstation,1,0.18376241676309457,High
Skate 3,X360,2010.0,Sports,Electronic Arts,1.47,0.93,0.0,0.24,2.63,T,0.3808427575623057,Microsoft_Xbox,2,0.1407271664435357,High
ESPN NFL 2K5,PS2,2004.0,Sports,Sega,2.15,0.12,0.0,0.36,2.62,E,0.3635338113806274,Sony_Playstation,0,0.13429643316711393,High
NBA 2K12,X360,2011.0,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62,E,0.3217881582521817,Microsoft_Xbox,2,0.11878681415846394,High
FIFA Soccer 10,X360,2009.0,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62,E,0.42984905449690075,Microsoft_Xbox,2,0.15893430748745976,High
Medal of Honor,X360,2010.0,Shooter,Electronic Arts,1.56,0.8,0.04,0.21,2.61,M,0.3866772418014374,Microsoft_Xbox,2,0.14289483231721312,High
Harry Potter and the Chamber of Secrets,PS2,2002.0,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61,E,0.4636953124664682,Sony_Playstation,0,0.17150909136642548,High
God of War Collection,PS3,2009.0,Action,Sony Computer Entertainment,1.7,0.44,0.06,0.4,2.6,M,0.4226029800716198,Sony_Playstation,2,0.15624219836417833,High
NBA Live 2005,PS2,2004.0,Sports,Electronic Arts,2.03,0.21,0.0,0.35,2.59,E,0.3620127825616769,Sony_Playstation,0,0.13373133055845393,High
Mario Strikers Charged,Wii,2007.0,Sports,Nintendo,1.05,1.05,0.24,0.24,2.58,E10+,0.520944782780569,Nintendo,1,0.19277879028062664,High
FIFA Soccer 09,PS3,2008.0,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.58,E,0.4819596023202185,Sony_Playstation,1,0.178294760193396,High
LEGO Star Wars: The Complete Saga,X360,2007.0,Action,LucasArts,1.53,0.81,0.0,0.24,2.57,E10+,0.3680108919260222,Microsoft_Xbox,1,0.13595978751245047,High
Madden NFL 08,PS2,2007.0,Sports,Electronic Arts,2.14,0.08,0.0,0.35,2.57,E,0.3527507700467685,Sony_Playstation,1,0.13029024688639868,High
Madden NFL 13,PS3,2012.0,Sports,Electronic Arts,2.11,0.22,0.0,0.23,2.56,E,0.33088935989665463,Sony_Playstation,2,0.12216815232060396,High
Madden NFL 09,X360,2008.0,Sports,Electronic Arts,2.21,0.12,0.0,0.2,2.53,E,0.3151118698585135,Microsoft_Xbox,1,0.11630639568090255,High
NBA 2K14,X360,2013.0,Sports,Take-Two Interactive,2.1,0.19,0.0,0.23,2.52,E,0.32510407389995494,Microsoft_Xbox,3,0.12001876490082135,High
Skylanders Giants,Wii,2012.0,Action,Activision,1.48,0.83,0.0,0.21,2.52,E10+,0.35578691700870063,Nintendo,2,0.1314182561305935,High
Deca Sports,Wii,2008.0,Sports,Konami Digital Entertainment,1.11,0.85,0.29,0.25,2.5,E,0.533094173338966,Nintendo,1,0.19729261159199157,High
Bloodborne,PS4,2015.0,Action,Sony Computer Entertainment,1.03,0.81,0.26,0.38,2.48,M,0.5423282619201371,Sony_Playstation,3,0.20072332078093225,High
NBA 2K13,PS3,2012.0,Sports,Take-Two Interactive,1.73,0.43,0.05,0.27,2.47,E,0.37289306177180465,Sony_Playstation,2,0.13777364329309003,High
Saints Row: The Third,PS3,2011.0,Action,THQ,0.86,1.04,0.18,0.38,2.47,M,0.5064580474156184,Sony_Playstation,2,0.18739658328776446,High
Resistance 2,PS3,2008.0,Shooter,Sony Computer Entertainment,1.15,0.84,0.1,0.38,2.46,M,0.44986471300651343,Sony_Playstation,1,0.16637065629091885,High
NBA 2K15,PS4,2014.0,Sports,Take-Two Interactive,1.47,0.54,0.01,0.43,2.45,E,0.39073183291162505,Sony_Playstation,3,0.14440122061496904,High
LEGO Harry Potter: Years 1-4,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,1.28,0.93,0.0,0.22,2.43,E10+,0.35442919012977336,Nintendo,2,0.13091382453036982,High
Call of Duty: Infinite Warfare,XOne,2016.0,Shooter,Activision,1.46,0.74,0.0,0.22,2.42,M,0.3428749561369294,Microsoft_Xbox,3,0.12662111969199005,High
Madden NFL 16,XOne,2015.0,Sports,Electronic Arts,2.08,0.08,0.0,0.26,2.42,E,0.3158484794869712,Microsoft_Xbox,3,0.11658006572411231,High
Tom Clancy's Rainbow Six: Vegas 2,X360,2008.0,Shooter,Ubisoft,1.56,0.6,0.02,0.23,2.42,M,0.34810882915334945,Microsoft_Xbox,1,0.12856564254265818,High
pro evolution soccer 2011,PS3,2010.0,Sports,Konami Digital Entertainment,0.29,1.17,0.54,0.41,2.41,E,0.7251116298337383,Sony_Playstation,2,0.26863219715508424,High
Halo: Combat Evolved Anniversary,X360,2011.0,Shooter,Microsoft Game Studios,1.44,0.7,0.04,0.22,2.4,M,0.361871216525268,Microsoft_Xbox,2,0.13367873501557165,High
Madden NFL 11,PS3,2010.0,Sports,Electronic Arts,2.04,0.15,0.0,0.2,2.38,E,0.3023404548242854,Sony_Playstation,2,0.11156147575420364,High
Dead Island,X360,2011.0,Action,Deep Silver,1.48,0.69,0.0,0.2,2.37,M,0.330186942971066,Microsoft_Xbox,2,0.12190718577475577,High
Half-Life 2,PC,2004.0,Shooter,Vivendi Games,2.28,0.02,0.08,0.0,2.37,M,0.29301563904746325,PC,0,0.10809705900213198,High
The Incredibles,PS2,2004.0,Action,THQ,0.96,1.08,0.04,0.3,2.37,T,0.39991230475654893,Sony_Playstation,0,0.14781200976219608,High
Madden NFL 08,X360,2007.0,Sports,Electronic Arts,2.18,0.01,0.0,0.18,2.37,E,0.28776050119409596,Microsoft_Xbox,1,0.10614463569968943,High
Tony Hawk's Underground 2,PS2,2004.0,Sports,Activision,1.25,0.86,0.01,0.26,2.37,T,0.3607440964490386,Sony_Playstation,0,0.13325997996805733,High
Zumba Fitness,X360,2010.0,Sports,505 Games,1.74,0.45,0.0,0.18,2.37,E,0.3121302628226678,Microsoft_Xbox,2,0.1151986494679689,High
Madden NFL 10,PS3,2009.0,Sports,Electronic Arts,2.03,0.13,0.0,0.21,2.37,E,0.30155292416474483,Sony_Playstation,2,0.1112688871953536,High
The Legend of Zelda: Majora's Mask 3D,3DS,2015.0,Action,Nintendo,1.15,0.55,0.47,0.17,2.34,E10+,0.5856582200293554,Nintendo,3,0.21682155117313598,High
Resident Evil - Code: Veronica X,PS2,2001.0,Action,Capcom,1.08,0.7,0.34,0.21,2.34,M,0.5268242972349304,Sony_Playstation,0,0.19496318607537969,High
NBA 2K16,XOne,2015.0,Sports,Take-Two Interactive,1.95,0.15,0.0,0.24,2.34,E10+,0.30671398144192724,Microsoft_Xbox,3,0.11318635706472249,High
Kinect Sports: Season Two,X360,2011.0,Sports,Microsoft Game Studios,1.38,0.72,0.02,0.22,2.34,E,0.34515659148573785,Microsoft_Xbox,2,0.12746880783014913,High
My Fitness Coach,Wii,2008.0,Sports,Ubisoft,1.18,0.9,0.0,0.24,2.32,E,0.3461914921841626,Nintendo,1,0.12785330092922623,High
James Bond 007: Everything or Nothing,PS2,2004.0,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.31,T,0.42647504037223516,Sony_Playstation,0,0.15768077161769253,High
Guild Wars 2,PC,2012.0,Action,NCSoft,0.96,1.07,0.0,0.27,2.31,T,0.3606913505788643,PC,2,0.13324038347622222,High
Batman: Arkham Origins,PS3,2013.0,Action,Warner Bros. Interactive Entertainment,1.07,0.8,0.04,0.38,2.29,T,0.39418225569961124,Sony_Playstation,3,0.1456831443327696,High
LEGO Star Wars: The Complete Saga,PS3,2007.0,Action,LucasArts,1.02,0.9,0.0,0.36,2.29,E10+,0.3706522782226553,Sony_Playstation,1,0.13694113268363267,High
Pro Evolution Soccer 2010,PS3,2009.0,Sports,Konami Digital Entertainment,0.3,1.27,0.46,0.26,2.28,E,0.6360013584105252,Sony_Playstation,2,0.2355253643243942,High
FIFA Soccer 09,PS2,2008.0,Sports,Electronic Arts,0.38,0.07,0.01,1.82,2.28,E,0.6782784847339449,Sony_Playstation,1,0.25123243974226583,High
LEGO Harry Potter: Years 1-4,DS,2010.0,Action,Warner Bros. Interactive Entertainment,1.07,0.99,0.0,0.22,2.28,E10+,0.3422884219169873,Nintendo,2,0.1264032066494309,High
Dead Island,PS3,2011.0,Action,Deep Silver,1.08,0.73,0.15,0.31,2.27,M,0.4355713619279733,Sony_Playstation,2,0.16106029669723992,High
Far Cry: Primal,PS4,2016.0,Action,Ubisoft,0.6,1.25,0.06,0.35,2.26,M,0.4205037421640682,Sony_Playstation,3,0.15546227572038923,High
Battlefield 1,XOne,2016.0,Shooter,Electronic Arts,1.28,0.77,0.0,0.2,2.25,M,0.32224667470109686,Microsoft_Xbox,3,0.11895716519860677,High
Madden NFL 12,PS3,2011.0,Sports,Electronic Arts,1.93,0.15,0.0,0.17,2.25,E,0.280761340788889,Sony_Playstation,2,0.10354426169353406,High
God of War: Ascension,PS3,2013.0,Action,Sony Computer Entertainment,1.23,0.63,0.04,0.35,2.25,M,0.37349683029460035,Sony_Playstation,3,0.13799795933694647,High
Assassin's Creed IV: Black Flag,XOne,2013.0,Action,Ubisoft,1.48,0.55,0.0,0.21,2.23,M,0.3114129074999843,Microsoft_Xbox,3,0.11493213291079789,High
Madden NFL 25,X360,2013.0,Sports,Electronic Arts,1.98,0.06,0.0,0.19,2.23,E,0.2784788440457551,Microsoft_Xbox,3,0.10269625352450225,High
Borderlands 2,PS3,2012.0,Shooter,Take-Two Interactive,1.05,0.72,0.1,0.35,2.23,M,0.4102990941595759,Sony_Playstation,2,0.15167097792514142,High
Prince of Persia: The Sands of Time,PS2,2003.0,Action,Ubisoft,0.88,1.03,0.0,0.31,2.22,T,0.35975666081602686,Sony_Playstation,0,0.13289312140157483,High
LEGO Marvel Super Heroes,X360,2013.0,Action,Warner Bros. Interactive Entertainment,1.24,0.79,0.0,0.19,2.22,E10+,0.3178795661853797,Microsoft_Xbox,3,0.11733466838343416,High
Tom Clancy's Rainbow Six: Siege,PS4,2015.0,Shooter,Ubisoft,0.55,1.19,0.14,0.33,2.21,M,0.45380896864690645,Sony_Playstation,3,0.1678360520308535,High
Star Wars: The Force Unleashed,PS3,2008.0,Action,LucasArts,1.01,0.85,0.0,0.35,2.21,T,0.35828445083491367,Sony_Playstation,1,0.13234615628792473,High
LEGO Indiana Jones: The Original Adventures,DS,2008.0,Action,Activision,1.4,0.59,0.0,0.2,2.2,E,0.30609165975182634,Nintendo,1,0.11295514802639253,High
BioShock 2,X360,2010.0,Shooter,Take-Two Interactive,1.45,0.54,0.02,0.19,2.2,M,0.3136080295113803,Microsoft_Xbox,2,0.1157476790460925,High
Madden NFL 15,PS4,2014.0,Sports,Electronic Arts,1.54,0.25,0.0,0.4,2.19,E,0.3349013092760643,Sony_Playstation,3,0.12365869808270234,High
Pro Evolution Soccer 2012,PS3,2011.0,Action,Konami Digital Entertainment,0.34,0.96,0.55,0.33,2.19,E,0.6765313226797404,Sony_Playstation,2,0.25058332263003125,High
Saints Row,X360,2006.0,Action,THQ,1.17,0.77,0.02,0.22,2.18,M,0.3314310372190691,Microsoft_Xbox,1,0.12236939983421752,High
FIFA 15,XOne,2014.0,Sports,Electronic Arts,0.6,1.42,0.0,0.16,2.18,E,0.3415027982868631,Microsoft_Xbox,3,0.12611132660266464,High
Tom Clancy's The Division,XOne,2016.0,Shooter,Ubisoft,1.29,0.68,0.0,0.2,2.16,M,0.3090145280512039,Microsoft_Xbox,3,0.11404107123847701,High
Overwatch,PS4,2016.0,Shooter,Activision,0.81,0.85,0.15,0.33,2.14,T,0.4335796815947271,Sony_Playstation,3,0.16032033454930983,High
Hitman: Absolution,PS3,2012.0,Action,Square Enix,0.59,1.05,0.07,0.44,2.14,M,0.42534313186934336,Sony_Playstation,2,0.15726023754248025,High
Call of Duty: Roads to Victory,PSP,2007.0,Shooter,Activision,0.52,1.02,0.0,0.59,2.13,T,0.416621612632029,Sony_Playstation,1,0.15401996147993652,High
Your Shape featuring Jenny McCarthy,Wii,2009.0,Sports,Ubisoft,1.49,0.46,0.0,0.18,2.12,E,0.2879418530002619,Nintendo,2,0.10621201271284839,High
NBA 2K12,PS3,2011.0,Sports,Take-Two Interactive,1.62,0.26,0.05,0.18,2.11,E,0.30389476912074326,Sony_Playstation,2,0.1121389448019051,High
Dynasty Warriors 4,PS2,2003.0,Action,Tecmo Koei,0.63,0.21,1.13,0.13,2.11,T,0.9165701641621045,Sony_Playstation,0,0.3397641282869532,High
NBA 2K14,PS3,2013.0,Sports,Take-Two Interactive,1.44,0.31,0.04,0.32,2.11,E,0.33419425325660623,Sony_Playstation,3,0.12339600799025545,High
Battlefield: Hardline,PS4,2015.0,Shooter,Electronic Arts,0.71,0.94,0.14,0.32,2.1,M,0.4272711933773865,Sony_Playstation,3,0.15797656360696855,High
Borderlands,PS3,2009.0,Shooter,Take-Two Interactive,1.2,0.6,0.0,0.29,2.09,M,0.3177746126541662,Sony_Playstation,2,0.11729567535875382,High
Devil May Cry 3: Dante's Awakening,PS2,2005.0,Action,Capcom,0.99,0.63,0.29,0.19,2.09,M,0.46537993043326875,Sony_Playstation,1,0.17213497168885836,High
NBA 2K11,X360,2010.0,Action,Take-Two Interactive,1.84,0.12,0.01,0.13,2.09,E,0.2599260700471643,Microsoft_Xbox,2,0.09580340517484595,High
Dying Light,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.96,0.67,0.12,0.34,2.09,M,0.4033824742284082,Sony_Playstation,3,0.149101269897578,High
Dead Rising,X360,2006.0,Action,Capcom,1.16,0.64,0.08,0.2,2.08,M,0.3440678425279481,Microsoft_Xbox,1,0.12706430867237029,High
Portal 2,X360,2011.0,Shooter,Valve Software,1.41,0.49,0.01,0.17,2.08,E10+,0.2878851342667144,Microsoft_Xbox,2,0.1061909401967407,High
Mario Sports Mix,Wii,2010.0,Sports,Nintendo,0.88,0.44,0.63,0.12,2.08,E,0.632914716569762,Nintendo,2,0.23437859489144033,High
Metal Gear Solid: Peace Walker,PSP,2010.0,Action,Konami Digital Entertainment,0.46,0.41,0.96,0.24,2.06,T,0.8518444179955402,Sony_Playstation,2,0.315716794304533,High
The Incredibles,GBA,2004.0,Action,THQ,1.15,0.77,0.04,0.1,2.06,E,0.30211218028663483,Nintendo,0,0.11147666569991026,High
Madden NFL 15,X360,2014.0,Sports,Electronic Arts,1.77,0.06,0.0,0.22,2.05,E,0.267068267359502,Microsoft_Xbox,3,0.09845692119142686,High
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006.0,Shooter,Sony Computer Entertainment,1.74,0.02,0.0,0.28,2.04,T,0.27811415533847517,Sony_Playstation,1,0.10256076198268194,High
Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005.0,Action,Ubisoft,0.71,1.02,0.0,0.31,2.04,T,0.34064610156626784,Sony_Playstation,1,0.12579304101490513,High
NBA Live 2004,PS2,2003.0,Sports,Electronic Arts,1.57,0.18,0.0,0.27,2.03,E,0.282531989721446,Sony_Playstation,0,0.10420210480494821,High
Call of Duty 2,X360,2005.0,Shooter,Activision,1.82,0.04,0.01,0.16,2.03,T,0.25542483379582875,Microsoft_Xbox,1,0.09413107634311503,High
Battlefield 4,XOne,2013.0,Shooter,Electronic Arts,1.25,0.58,0.0,0.19,2.02,M,0.28562998688889396,Microsoft_Xbox,3,0.10535309304339198,High
Need for Speed: The Run,PS3,2011.0,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,T,0.36802640344022486,Sony_Playstation,2,0.1359655504520023,High
Dead Space,PS3,2008.0,Action,Electronic Arts,1.05,0.66,0.0,0.29,2.0,M,0.31181941145168934,Sony_Playstation,1,0.11508315992664209,High
Harry Potter and the Chamber of Secrets,GBA,2002.0,Action,Electronic Arts,1.21,0.64,0.05,0.09,1.99,E,0.2911318743816854,Nintendo,0,0.10739719039118281,High
Skate 3,PS3,2010.0,Sports,Electronic Arts,0.79,0.88,0.0,0.32,1.98,T,0.3301194887755985,Sony_Playstation,2,0.12188212474938345,High
Harry Potter and the Chamber of Secrets,PS,2002.0,Action,Electronic Arts,0.75,1.09,0.02,0.12,1.98,E,0.30471552903838683,Sony_Playstation,0,0.11244387891279457,High
Devil May Cry 2,PS2,2003.0,Action,Capcom,0.71,0.58,0.51,0.17,1.97,M,0.5724490137227083,Sony_Playstation,0,0.2119139801598763,High
Hot Shots Golf: Open Tee,PSP,2004.0,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96,E10+,0.6749205301099049,Sony_Playstation,0,0.24998487040356251,High
Tom Clancy's Rainbow Six: Vegas,X360,2006.0,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.95,M,0.29734024332551107,Microsoft_Xbox,1,0.10970376436398906,High
