Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Normal_Global_Sale,Platform_General,Year_Label,Scaled_Normal_Global_Sale,Normal_Global_Sale_Class
Butt Ugly Martians: B.K.M. Battles,GBA,2002.0,Action,Vivendi Games,0.18,0.07,0.0,0.0,0.25,E,0.029650203408106916,Nintendo,0,0.010249804001821369,Average
Family Guy: Back to the Multiverse,X360,2012.0,Action,Activision,0.14,0.09,0.0,0.02,0.25,M,0.03552200274221908,Microsoft_Xbox,2,0.01243133342446847,Average
Ninja Gaiden 3,X360,2012.0,Action,Tecmo Koei,0.16,0.05,0.03,0.02,0.25,M,0.05179265940227072,Microsoft_Xbox,2,0.018476314563977827,Average
Create,Wii,2010.0,Action,Electronic Arts,0.2,0.02,0.0,0.02,0.25,E,0.03061406737534928,Nintendo,2,0.01060790506834675,Average
NBA Courtside 2002,GC,2002.0,Sports,Nintendo,0.19,0.05,0.0,0.01,0.25,E,0.030924528418669463,Nintendo,0,0.010723249592580409,Average
Hitman: Absolution,PC,2012.0,Action,Square Enix,0.03,0.17,0.0,0.04,0.24,M,0.04368602355426678,PC,2,0.015464484013440064,Average
Racquet Sports,Wii,2010.0,Sports,Ubisoft,0.13,0.09,0.0,0.02,0.24,E,0.03449107490716754,Nintendo,2,0.012048316349663942,Average
Far Cry Instincts Predator,X360,2006.0,Shooter,Ubisoft,0.2,0.03,0.0,0.02,0.24,M,0.03219885342923201,Microsoft_Xbox,1,0.011196695183339449,Average
Onechanbara Z2: Chaos,PS4,2014.0,Action,Nippon Ichi Software,0.14,0.03,0.04,0.04,0.24,M,0.06023648525944823,Sony_Playstation,3,0.021613420159553556,Average
Cabela's Outdoor Adventures (2009),X360,2009.0,Sports,Activision Value,0.23,0.0,0.0,0.02,0.24,T,0.03053727877273847,Microsoft_Xbox,2,0.010579376062774938,Average
MLB,PSP,2005.0,Sports,Sony Computer Entertainment,0.23,0.0,0.0,0.02,0.24,E,0.03053727877273847,Sony_Playstation,1,0.010579376062774938,Average
Skylanders: SuperChargers,XOne,2015.0,Action,Activision,0.17,0.05,0.0,0.02,0.24,E10+,0.03227564203184282,Microsoft_Xbox,3,0.01122522418891126,Average
Ys: Memories of Celceta,PSV,2012.0,Action,Nihon Falcom Corporation,0.1,0.01,0.1,0.04,0.24,T,0.09403909222243549,Sony_Playstation,2,0.034171986530092235,High
Samurai Warriors 4,PS4,2014.0,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24,T,0.07067572331837971,Sony_Playstation,3,0.025491874391338,Average
TimeSplitters: Future Perfect,PS2,2005.0,Shooter,Electronic Arts,0.12,0.09,0.0,0.03,0.24,M,0.03687311635539244,Sony_Playstation,1,0.012933308020799322,Average
Dynasty Warriors Next,PSV,2011.0,Action,Tecmo Koei,0.05,0.06,0.11,0.02,0.24,T,0.09683175981853163,Sony_Playstation,2,0.03520953672244363,High
Genma Onimusha,XB,2002.0,Action,Capcom,0.14,0.04,0.05,0.01,0.24,M,0.05843167853199476,Microsoft_Xbox,0,0.020942886520016895,Average
Turning Point: Fall of Liberty,PS3,2008.0,Shooter,Codemasters,0.21,0.01,0.0,0.02,0.24,T,0.0300602091565181,Sony_Playstation,1,0.010402132028158578,Average
Homefront,PC,2011.0,Shooter,THQ,0.11,0.1,0.0,0.03,0.24,M,0.03742697457422362,PC,2,0.013139081060987491,Average
NBA Live 10,PSP,2009.0,Sports,Electronic Arts,0.21,0.0,0.01,0.02,0.24,E,0.03532473817112852,Sony_Playstation,2,0.012358044396456243,Average
Kill.Switch,XB,2003.0,Shooter,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24,T,0.029893600583617914,Microsoft_Xbox,0,0.010340232517775879,Average
Peter Jackson's King Kong: The Official Game of the Movie,GC,2005.0,Action,Ubisoft,0.19,0.05,0.0,0.01,0.24,T,0.030924528418669463,Nintendo,1,0.010723249592580409,Average
Dynasty Warriors 7,X360,2011.0,Action,Tecmo Koei,0.16,0.06,0.0,0.02,0.24,T,0.032829500250674,Microsoft_Xbox,2,0.01143099722909943,Average
Azurik: Rise of Perathia,XB,2001.0,Action,Microsoft Game Studios,0.18,0.05,0.0,0.01,0.24,T,0.029893600583617914,Microsoft_Xbox,0,0.010340232517775879,Average
Asura's Wrath,X360,2012.0,Action,Capcom,0.15,0.06,0.01,0.02,0.24,T,0.0386478874841156,Microsoft_Xbox,2,0.013592682637585266,Average
NCAA College Basketball 2K3,PS2,2002.0,Sports,Sega,0.12,0.09,0.0,0.03,0.24,E,0.03687311635539244,Sony_Playstation,0,0.012933308020799322,Average
NHL 17,XOne,2016.0,Sports,Electronic Arts,0.2,0.01,0.0,0.03,0.24,E10+,0.032442250604743005,Microsoft_Xbox,3,0.011287123699293957,Average
NCAA March Madness 2004,XB,2003.0,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24,E,0.029893600583617914,Microsoft_Xbox,0,0.010340232517775879,Average
Bakugan: Battle Brawlers,X360,2009.0,Action,Activision,0.2,0.02,0.0,0.02,0.24,E,0.03061406737534928,Microsoft_Xbox,2,0.01060790506834675,Average
Fantastic 4,GC,2005.0,Action,Activision,0.19,0.05,0.0,0.01,0.24,T,0.030924528418669463,Nintendo,1,0.010723249592580409,Average
Tony Hawk's American Sk8land,GBA,2005.0,Sports,Activision,0.17,0.06,0.0,0.0,0.24,E,0.027034489519172648,Nintendo,1,0.00927799681202414,Low
Metro 2033,PC,2010.0,Shooter,THQ,0.0,0.19,0.0,0.05,0.24,M,0.04717578144015405,PC,2,0.016761021764951787,Average
Destiny: The Collection,PS4,2016.0,Shooter,Activision,0.05,0.15,0.0,0.04,0.24,T,0.042578307116604416,Sony_Playstation,3,0.01505293793306372,Average
The Incredible Hulk,DS,2008.0,Action,Sega,0.22,0.0,0.0,0.02,0.24,E10+,0.029506350937686922,Nintendo,1,0.010196358987970408,Average
The Adventures of Tintin: The Game,X360,2011.0,Action,Ubisoft,0.07,0.13,0.0,0.03,0.24,E10+,0.03805762139566562,Microsoft_Xbox,2,0.013373383106747475,Average
Grand Theft Auto,GBA,2004.0,Action,Take-Two Interactive,0.17,0.06,0.0,0.0,0.24,M,0.027034489519172648,Nintendo,0,0.00927799681202414,Low
Resident Evil Archives: Resident Evil Zero,Wii,2008.0,Action,Capcom,0.13,0.03,0.06,0.01,0.24,M,0.06266527971155363,Nintendo,1,0.022515781813510025,Average
Rocket League,XOne,2016.0,Sports,505 Games,0.05,0.17,0.0,0.02,0.24,E,0.03892194065781698,Microsoft_Xbox,3,0.013694500671169304,Average
Spider-Man: Shattered Dimensions,Wii,2010.0,Action,Activision,0.12,0.09,0.0,0.02,0.24,T,0.03346014707211599,Nintendo,2,0.01166529927485941,Average
Ghost Rider,PSP,2007.0,Action,Take-Two Interactive,0.22,0.0,0.0,0.02,0.24,T,0.029506350937686922,Sony_Playstation,1,0.010196358987970408,Average
X-Men: Destiny,PS3,2011.0,Action,Activision,0.14,0.07,0.0,0.03,0.24,T,0.03576539991773008,Sony_Playstation,2,0.01252176194042298,Average
Harry Potter and the Order of the Phoenix,PS3,2007.0,Action,Electronic Arts,0.18,0.03,0.0,0.03,0.24,E10+,0.033549967042405364,Sony_Playstation,1,0.011698669779670299,Average
Dynasty Warriors 6 Empires,X360,2009.0,Action,Tecmo Koei,0.16,0.01,0.04,0.02,0.24,T,0.05230283025523297,Microsoft_Xbox,2,0.018665856587297393,Average
FIFA World Cup Germany 2006,XB,2006.0,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24,E,0.029893600583617914,Microsoft_Xbox,1,0.010340232517775879,Average
NBA Live 14,PS4,2013.0,Sports,Electronic Arts,0.15,0.05,0.0,0.04,0.24,E,0.03703972492829263,Sony_Playstation,3,0.012995207531182022,Average
G.I. Joe: The Rise of Cobra,X360,2009.0,Action,Electronic Arts,0.17,0.05,0.0,0.02,0.24,T,0.03227564203184282,Microsoft_Xbox,2,0.01122522418891126,Average
LEGO Marvel's Avengers,WiiU,2016.0,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.02,0.24,E10+,0.03504493312599872,Nintendo,3,0.012254089389852112,Average
PDC World Championship Darts 2008,Wii,2008.0,Sports,Oxygen Interactive,0.02,0.21,0.0,0.01,0.24,E10+,0.03875533208491679,Nintendo,1,0.013632601160786606,Average
X-Men: Destiny,X360,2011.0,Action,Activision,0.18,0.04,0.0,0.02,0.24,T,0.03172178381301164,Microsoft_Xbox,2,0.011019451148723089,Average
Pro Evolution Soccer 2014,X360,2013.0,Action,Konami Digital Entertainment,0.07,0.15,0.0,0.02,0.24,E,0.03781422422015462,Microsoft_Xbox,3,0.013282954590792964,Average
Pure Futbol,PS3,2010.0,Sports,Ubisoft,0.06,0.13,0.0,0.04,0.24,E,0.040439662843890514,Sony_Playstation,2,0.014258374777882853,Average
Tiger Woods PGA Tour 10,PSP,2009.0,Sports,Electronic Arts,0.12,0.07,0.0,0.05,0.24,E,0.040529482814179896,Sony_Playstation,2,0.014291745282693743,Average
Afro Samurai,X360,2009.0,Action,Atari,0.16,0.05,0.0,0.02,0.24,M,0.03124471419679127,Microsoft_Xbox,2,0.010842207114106729,Average
Bakugan: Battle Brawlers,PS3,2009.0,Action,Activision,0.19,0.03,0.0,0.02,0.23,E,0.03116792559418046,Sony_Playstation,2,0.010813678108534919,Average
Prince of Persia: The Forgotten Sands,Wii,2010.0,Action,Ubisoft,0.1,0.11,0.0,0.02,0.23,T,0.03456786350977835,Nintendo,2,0.012076845355235752,Average
NBA Live 15,PS4,2014.0,Sports,Electronic Arts,0.16,0.04,0.0,0.04,0.23,E,0.03648586670946145,Sony_Playstation,3,0.012789434490993849,Average
Buffy the Vampire Slayer,XB,2002.0,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,T,0.029893600583617914,Microsoft_Xbox,0,0.010340232517775879,Average
Harry Potter and the Goblet of Fire,XB,2005.0,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,E10+,0.029893600583617914,Microsoft_Xbox,1,0.010340232517775879,Average
Harry Potter and the Goblet of Fire,DS,2005.0,Action,Electronic Arts,0.2,0.01,0.0,0.02,0.23,E,0.02902928132146656,Nintendo,1,0.01001911495335405,Average
Cabela's Big Game Hunter 2012,PS3,2011.0,Sports,Activision,0.17,0.03,0.0,0.03,0.23,T,0.03251903920735382,Sony_Playstation,2,0.01131565270486577,Average
World Series Baseball,XB,2002.0,Sports,Sega,0.17,0.05,0.0,0.01,0.23,E,0.02886267274856637,Microsoft_Xbox,0,0.00995721544297135,Low
Dynasty Warriors: Gundam Reborn,PS3,2013.0,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,T,0.15753424657534246,Sony_Playstation,3,0.05776212296606937,High
The Scorpion King: Rise of the Akkadian,PS2,2002.0,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23,T,0.03584218852034089,Sony_Playstation,0,0.01255029094599479,Average
The Club,PS3,2008.0,Shooter,Sega,0.14,0.07,0.0,0.03,0.23,M,0.03576539991773008,Sony_Playstation,1,0.01252176194042298,Average
Star Wars Jedi Knight II: Jedi Outcast,GC,2002.0,Shooter,Activision,0.18,0.05,0.0,0.01,0.23,T,0.029893600583617914,Nintendo,0,0.010340232517775879,Average
Tom Clancy's Splinter Cell,GC,2003.0,Action,Ubisoft,0.18,0.05,0.0,0.01,0.23,T,0.029893600583617914,Nintendo,0,0.010340232517775879,Average
Virtua Tennis 4,X360,2011.0,Sports,Sega,0.11,0.09,0.01,0.02,0.23,E,0.03927853430555759,Microsoft_Xbox,2,0.013826984683345247,Average
ESPN NHL Hockey,PS2,2003.0,Sports,Sega,0.11,0.09,0.0,0.03,0.23,E,0.03584218852034089,Sony_Playstation,0,0.01255029094599479,Average
The Incredible Hulk: Ultimate Destruction,XB,2005.0,Action,Vivendi Games,0.17,0.05,0.0,0.01,0.23,T,0.02886267274856637,Microsoft_Xbox,1,0.00995721544297135,Low
NCAA GameBreaker 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,E,0.03584218852034089,Sony_Playstation,0,0.01255029094599479,Average
Shaun White Snowboarding,DS,2008.0,Sports,Ubisoft,0.21,0.0,0.0,0.02,0.23,E,0.028475423102635372,Nintendo,1,0.009813341913165878,Low
The Lord of the Rings: Aragorn's Quest,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,0.23,T,0.03227564203184282,Nintendo,2,0.01122522418891126,Average
Cabela's Outdoor Adventures (2009),PS3,2009.0,Sports,Activision Value,0.21,0.0,0.0,0.02,0.23,T,0.028475423102635372,Sony_Playstation,2,0.009813341913165878,Low
Looney Tunes: Acme Arsenal,Wii,2007.0,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.23,E10+,0.0300602091565181,Nintendo,1,0.010402132028158578,Average
Madden NFL 06,GBA,2005.0,Sports,Electronic Arts,0.17,0.06,0.0,0.0,0.23,E,0.027034489519172648,Nintendo,1,0.00927799681202414,Low
Madagascar: Escape 2 Africa,PS3,2008.0,Action,Activision,0.12,0.08,0.0,0.03,0.23,E10+,0.03528833030150972,Sony_Playstation,1,0.012344517905806623,Average
NBA 2K6,X360,2005.0,Action,Take-Two Interactive,0.21,0.01,0.0,0.02,0.23,E,0.0300602091565181,Microsoft_Xbox,1,0.010402132028158578,Average
Major League Baseball 2K10,PS2,2010.0,Sports,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23,E,0.03584218852034089,Sony_Playstation,2,0.01255029094599479,Average
Mafia,XB,2004.0,Action,Take-Two Interactive,0.17,0.05,0.0,0.01,0.23,M,0.02886267274856637,Microsoft_Xbox,0,0.00995721544297135,Low
Grand Slam Tennis 2,PS3,2012.0,Sports,Electronic Arts,0.09,0.1,0.0,0.04,0.23,E,0.038778088187396975,Sony_Playstation,2,0.013641055657318341,Average
Dynasty Warriors: Strikeforce,X360,2009.0,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,T,0.04343534688250566,Microsoft_Xbox,2,0.015371350971266575,Average
Airblade,PS2,2001.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,T,0.03584218852034089,Sony_Playstation,0,0.01255029094599479,Average
Epic Mickey 2: The Power of Two,WiiU,2012.0,Action,Disney Interactive Studios,0.13,0.07,0.01,0.02,0.23,E,0.03817081786789524,Nintendo,2,0.013415438602968907,Average
Tom Clancy's Rainbow Six: Siege,PC,2015.0,Shooter,Ubisoft,0.13,0.08,0.0,0.02,0.23,M,0.03290628885328481,PC,3,0.01145952623467124,Average
Genji: Dawn of the Samurai,PS2,2005.0,Action,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,M,0.03584218852034089,Sony_Playstation,1,0.01255029094599479,Average
Freedom Fighters,XB,2003.0,Shooter,Electronic Arts,0.17,0.05,0.0,0.01,0.23,T,0.02886267274856637,Microsoft_Xbox,0,0.00995721544297135,Low
Madden NFL 12,PSP,2011.0,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,E,0.028475423102635372,Sony_Playstation,2,0.009813341913165878,Low
Soldier of Fortune II: Double Helix,XB,2003.0,Shooter,Activision,0.17,0.05,0.0,0.01,0.23,M,0.02886267274856637,Microsoft_Xbox,0,0.00995721544297135,Low
Madden NFL 13,WiiU,2012.0,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,E,0.028475423102635372,Nintendo,2,0.009813341913165878,Low
Bratz: Girlz Really Rock,PS2,2008.0,Action,THQ,0.11,0.09,0.0,0.03,0.23,E,0.03584218852034089,Sony_Playstation,1,0.01255029094599479,Average
Transformers: Devastation,PS4,2015.0,Action,Activision,0.1,0.09,0.0,0.04,0.23,T,0.038224229968565795,Sony_Playstation,3,0.01343528261713017,Average
BlowOut,PS2,2003.0,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03,0.23,T,0.03584218852034089,Sony_Playstation,0,0.01255029094599479,Average
NFL Blitz Pro,PS2,2003.0,Sports,Midway Games,0.11,0.09,0.0,0.03,0.23,E,0.03584218852034089,Sony_Playstation,0,0.01255029094599479,Average
Tiger Woods PGA Tour 2003,GC,2002.0,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.23,E,0.029893600583617914,Nintendo,0,0.010340232517775879,Average
Toukiden Kiwami,PSV,2014.0,Action,Tecmo Koei,0.02,0.02,0.17,0.01,0.23,T,0.1250827532255286,Sony_Playstation,3,0.04570553119186155,High
SSX On Tour,PSP,2005.0,Sports,Electronic Arts,0.19,0.02,0.0,0.02,0.23,E,0.02958313954029774,Sony_Playstation,1,0.010224887993542221,Average
NCAA Football 09,PSP,2008.0,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,E,0.028475423102635372,Sony_Playstation,1,0.009813341913165878,Low
NCAA GameBreaker 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,E,0.03584218852034089,Sony_Playstation,0,0.01255029094599479,Average
Tony Hawk's Proving Ground,DS,2007.0,Sports,Activision,0.2,0.01,0.0,0.02,0.23,E10+,0.02902928132146656,Nintendo,1,0.01001911495335405,Average
Bass Pro Shops: The Hunt,Wii,2010.0,Sports,XS Games,0.21,0.0,0.0,0.01,0.23,T,0.025062453819358923,Nintendo,2,0.008545333167225968,Low
Deca Sports 3,Wii,2010.0,Sports,Hudson Soft,0.14,0.07,0.0,0.02,0.23,E,0.03235243063445364,Nintendo,2,0.011253753194483072,Average
Spec Ops: The Line,PC,2012.0,Shooter,Take-Two Interactive,0.11,0.09,0.0,0.02,0.23,M,0.03242921923706445,PC,2,0.011282282200054883,Average
NBA ShootOut 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,E,0.03584218852034089,Sony_Playstation,0,0.01255029094599479,Average
NHL FaceOff 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,E,0.03584218852034089,Sony_Playstation,0,0.01255029094599479,Average
Rogue Ops,PS2,2003.0,Action,Kemco,0.11,0.09,0.0,0.03,0.23,M,0.03584218852034089,Sony_Playstation,0,0.01255029094599479,Average
Killer is Dead,PS3,2013.0,Action,Deep Silver,0.12,0.03,0.05,0.03,0.23,M,0.06161097537456184,Sony_Playstation,3,0.022124079747294953,Average
Legion: The Legend of Excalibur,PS2,2002.0,Action,Midway Games,0.11,0.09,0.0,0.03,0.22,M,0.03584218852034089,Sony_Playstation,0,0.01255029094599479,Average
LEGO Jurassic World,PSV,2015.0,Action,Warner Bros. Interactive Entertainment,0.05,0.13,0.0,0.05,0.22,E10+,0.04282170429211543,Sony_Playstation,3,0.015143366449018236,Average
Spartan: Total Warrior,PS2,2005.0,Action,Sega,0.11,0.09,0.0,0.03,0.22,M,0.03584218852034089,Sony_Playstation,1,0.01255029094599479,Average
Family Party: 30 Great Games Winter Fun,Wii,2010.0,Sports,D3Publisher,0.21,0.0,0.0,0.01,0.22,E,0.025062453819358923,Nintendo,2,0.008545333167225968,Low
Conflict: Vietnam,XB,2004.0,Shooter,SCi,0.17,0.05,0.0,0.01,0.22,M,0.02886267274856637,Microsoft_Xbox,0,0.00995721544297135,Low
Whirl Tour,PS2,2002.0,Sports,Crave Entertainment,0.11,0.09,0.0,0.03,0.22,E,0.03584218852034089,Sony_Playstation,0,0.01255029094599479,Average
Time Crisis: Crisis Zone,PS2,2004.0,Shooter,Namco Bandai Games,0.11,0.09,0.0,0.03,0.22,T,0.03584218852034089,Sony_Playstation,0,0.01255029094599479,Average
NBA Street: Showdown,PSP,2005.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,E,0.02744449526758383,Sony_Playstation,1,0.00943032483836135,Low
pro evolution soccer 2011,Wii,2010.0,Sports,Konami Digital Entertainment,0.07,0.1,0.03,0.02,0.22,E,0.05043823915622044,Nintendo,2,0.017973111465700565,Average
LEGO The Hobbit,WiiU,2014.0,Action,Warner Bros. Interactive Entertainment,0.09,0.11,0.0,0.02,0.22,E10+,0.0335369356747268,Nintendo,3,0.011693828280431222,Average
NCAA Football 2005,GC,2004.0,Sports,Electronic Arts,0.17,0.04,0.0,0.01,0.22,E,0.027277886694683645,Nintendo,0,0.00936842532797865,Low
Hamtaro: Ham-Ham Games,GBA,2004.0,Sports,Nintendo,0.16,0.06,0.0,0.0,0.22,E,0.026003561684121098,Nintendo,0,0.00889497973721961,Low
Danny Phantom: The Ultimate Enemy,GBA,2005.0,Action,THQ,0.16,0.06,0.0,0.0,0.22,E,0.026003561684121098,Nintendo,1,0.00889497973721961,Low
Soul Sacrifice Delta,PSV,2014.0,Action,Sony Computer Entertainment,0.0,0.08,0.12,0.02,0.22,M,0.10169600781953252,Sony_Playstation,3,0.037016734061696754,High
Spider-Man: Edge of Time,PS3,2011.0,Action,Activision,0.13,0.07,0.0,0.03,0.22,T,0.03473447208267854,Sony_Playstation,2,0.012138744865618452,Average
Dino Stalker,PS2,2002.0,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22,M,0.0783456702831553,Sony_Playstation,0,0.0283414634221816,Average
Rapala's Fishing Frenzy,Wii,2008.0,Sports,Activision,0.2,0.0,0.0,0.02,0.22,E,0.02744449526758383,Nintendo,1,0.00943032483836135,Low
Super Swing Golf,Wii,2006.0,Sports,Nintendo,0.14,0.01,0.07,0.01,0.22,E10+,0.06737595050733289,Nintendo,1,0.024265921141619528,Average
G-Force,PS3,2009.0,Action,Disney Interactive Studios,0.13,0.06,0.0,0.03,0.22,E10+,0.03314968602879581,Sony_Playstation,2,0.011549954750625752,Average
Tony Hawk's Downhill Jam,DS,2006.0,Sports,Activision,0.2,0.0,0.0,0.02,0.22,E,0.02744449526758383,Nintendo,1,0.00943032483836135,Low
The Suffering,XB,2004.0,Action,Midway Games,0.16,0.05,0.0,0.01,0.22,M,0.02783174491351482,Microsoft_Xbox,0,0.00957419836816682,Low
Viewtiful Joe 2,GC,2004.0,Action,Capcom,0.17,0.04,0.0,0.01,0.22,T,0.027277886694683645,Nintendo,0,0.00936842532797865,Low
Child of Eden,PS3,2011.0,Shooter,Ubisoft,0.09,0.1,0.0,0.04,0.22,E10+,0.038778088187396975,Sony_Playstation,2,0.013641055657318341,Average
All Star Karate,Wii,2010.0,Action,THQ,0.13,0.07,0.0,0.02,0.22,E10+,0.03132150279940209,Nintendo,2,0.010870736119678542,Average
Naruto Shippuden: Ninja Council 4,DS,2007.0,Action,Nintendo,0.08,0.0,0.13,0.01,0.22,E10+,0.10070148785409977,Nintendo,1,0.03664724347754184,High
Touch the Dead,DS,2007.0,Shooter,Eidos Interactive,0.2,0.0,0.0,0.02,0.22,M,0.02744449526758383,Nintendo,1,0.00943032483836135,Low
Jackass the Game,PSP,2007.0,Action,Empire Interactive,0.09,0.08,0.0,0.05,0.22,M,0.039021485362907976,Sony_Playstation,1,0.013731484173272851,Average
Shellshock: Nam '67,XB,2004.0,Shooter,Eidos Interactive,0.16,0.05,0.0,0.01,0.22,M,0.02783174491351482,Microsoft_Xbox,0,0.00957419836816682,Low
All-Star Baseball 2002,GC,2001.0,Sports,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,E,0.027277886694683645,Nintendo,0,0.00936842532797865,Low
Aliens vs Predator: Requiem,PSP,2007.0,Action,Vivendi Games,0.03,0.12,0.0,0.07,0.22,T,0.0460010011346825,Sony_Playstation,1,0.016324559676296292,Average
Dishonored 2,XOne,2016.0,Action,Bethesda Softworks,0.12,0.08,0.0,0.02,0.22,M,0.03187536101823327,Microsoft_Xbox,3,0.011076509159866712,Average
Asphalt: Injection,PSV,2011.0,Action,Ubisoft,0.13,0.06,0.0,0.03,0.22,E10+,0.03314968602879581,Sony_Playstation,2,0.011549954750625752,Average
From Russia With Love,GC,2005.0,Action,Electronic Arts,0.17,0.04,0.0,0.01,0.22,T,0.027277886694683645,Nintendo,1,0.00936842532797865,Low
Family Fest presents: Movie Games,Wii,2008.0,Action,Ubisoft,0.2,0.01,0.0,0.02,0.22,E10+,0.02902928132146656,Nintendo,1,0.01001911495335405,Average
NBA Live 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.19,0.01,0.0,0.02,0.22,E,0.02799835348641501,Nintendo,1,0.00963609787854952,Low
NFL Quarterback Club 2002,PS2,2001.0,Sports,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22,E,0.03425740246645817,Sony_Playstation,0,0.011961500831002092,Average
NCAA Basketball 09,X360,2008.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,E,0.02744449526758383,Microsoft_Xbox,1,0.00943032483836135,Low
LEGO The Lord of the Rings,PC,2012.0,Action,Warner Bros. Interactive Entertainment,0.07,0.13,0.0,0.03,0.22,E10+,0.03805762139566562,PC,2,0.013373383106747475,Average
Ben 10 Alien Force: Vilgax Attacks,X360,2009.0,Action,D3Publisher,0.11,0.09,0.0,0.02,0.22,E10+,0.03242921923706445,Microsoft_Xbox,2,0.011282282200054883,Average
Rugby 2004,PS2,2003.0,Sports,Electronic Arts,0.11,0.08,0.0,0.03,0.22,E,0.03425740246645817,Sony_Playstation,0,0.011961500831002092,Average
Senran Kagura 2: Deep Crimson ,3DS,2014.0,Action,Marvelous Entertainment,0.1,0.02,0.08,0.01,0.22,M,0.07168634028950258,Nintendo,3,0.02586734544068448,Average
NBA 06,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.22,E,0.02744449526758383,Sony_Playstation,1,0.00943032483836135,Low
Naruto: Ninja Council,GBA,2003.0,Action,Tomy Corporation,0.16,0.06,0.0,0.0,0.22,E10+,0.026003561684121098,Nintendo,0,0.00889497973721961,Low
Deadly Creatures,Wii,2009.0,Action,THQ,0.08,0.12,0.0,0.02,0.22,T,0.03409079389355798,Nintendo,2,0.011899601320619391,Average
Dead Island,PC,2011.0,Action,Deep Silver,0.12,0.07,0.0,0.03,0.22,M,0.03370354424762699,PC,2,0.011755727790813922,Average
NFL 2K3,GC,2002.0,Sports,Sega,0.17,0.04,0.0,0.01,0.22,E,0.027277886694683645,Nintendo,0,0.00936842532797865,Low
Hunted: The Demon's Forge,X360,2011.0,Action,Bethesda Softworks,0.13,0.06,0.0,0.02,0.22,M,0.029736716745519358,Microsoft_Xbox,2,0.01028194600468584,Average
Shrek SuperSlam,GC,2005.0,Action,Activision,0.17,0.04,0.0,0.01,0.22,E10+,0.027277886694683645,Nintendo,1,0.00936842532797865,Low
Full Auto,X360,2006.0,Shooter,Sega,0.19,0.01,0.0,0.02,0.22,T,0.02799835348641501,Microsoft_Xbox,1,0.00963609787854952,Low
G.I. Joe: The Rise of Cobra,Wii,2009.0,Action,Electronic Arts,0.17,0.03,0.0,0.02,0.22,T,0.02910606992407737,Nintendo,2,0.01004764395892586,Average
Marvel Super Hero Squad: The Infinity Gauntlet,DS,2010.0,Action,THQ,0.17,0.03,0.0,0.02,0.22,E10+,0.02910606992407737,Nintendo,2,0.01004764395892586,Average
Dark Summit,PS2,2001.0,Sports,THQ,0.11,0.08,0.0,0.03,0.21,T,0.03425740246645817,Sony_Playstation,0,0.011961500831002092,Average
Hot Shots Tennis: Get a Grip,PSP,2010.0,Sports,Sony Computer Entertainment,0.07,0.0,0.13,0.01,0.21,E,0.09967056001904823,Sony_Playstation,2,0.03626422640273732,High
Star Wars: The Force Unleashed II,DS,2010.0,Action,LucasArts,0.17,0.03,0.0,0.02,0.21,T,0.02910606992407737,Nintendo,2,0.01004764395892586,Average
NBA,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.21,E,0.02744449526758383,Sony_Playstation,1,0.00943032483836135,Low
